"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo","99"
"Universidade do Algarve - Instituto Superior de Engenharia","122"
"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão)","84"
"Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto","139"
"Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão","231"
"Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria","75"
"Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais","203"
"Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão","513"
"Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha","59"
"Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche","157"
"Instituto Politécnico de Lisboa - Escola Superior de Educação de Lisboa","60"
"Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social","0"
"Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa","189"
"Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa","494"
"Instituto Politécnico de Portalegre - Escola Superior de Educação","73"
"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão","168"
"Instituto Politécnico de Portalegre - Escola Superior Agrária","85"
"Instituto Politécnico do Porto - Escola Superior de Educação","66"
"Instituto Politécnico do Porto - Escola Superior de Música e das Artes do Espectáculo","0"
"Instituto Politécnico do Porto - Escola Superior de Estudos Industriais e de Gestão","57"
"Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto","18"
"Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto","314"
"Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão de Felgueiras","123"
"Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém","190"
"Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém","130"
"Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém","199"
"Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior","110"
"Instituto Politécnico de Setúbal - Escola Superior de Educação","70"
"Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal","309"
"Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais","221"
"Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro","86"
"Instituto Politécnico de Setúbal - Escola Superior de Saúde","0"
"Instituto Politécnico de Viana do Castelo - Escola Superior Agrária","64"
"Instituto Politécnico de Viana do Castelo - Escola Superior de Educação","29"
"Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão","268"
"Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais","96"
"Instituto Politécnico de Viana do Castelo - Escola Superior de Desporto e Lazer de Melgaço","0"
"Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu","160"
"Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu","388"
"Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu","103"
"Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego","167"
"Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar","107"
"Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar","212"
"Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes","93"
"Universidade de Lisboa - Faculdade de Belas-Artes","0"
"Universidade do Porto - Faculdade de Belas-Artes","0"
