"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo","155"
"Universidade do Algarve - Instituto Superior de Engenharia","22"
"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão)","31"
"Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto","61"
"Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão","48"
"Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria","22"
"Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais","211"
"Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão","289"
"Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha","299"
"Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche","177"
"Instituto Politécnico de Lisboa - Escola Superior de Educação de Lisboa","181"
"Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social","331"
"Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa","514"
"Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa","226"
"Instituto Politécnico de Portalegre - Escola Superior de Educação","56"
"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão","60"
"Instituto Politécnico de Portalegre - Escola Superior Agrária","8"
"Instituto Politécnico do Porto - Escola Superior de Educação","310"
"Instituto Politécnico do Porto - Escola Superior de Música e das Artes do Espectáculo","40"
"Instituto Politécnico do Porto - Escola Superior de Estudos Industriais e de Gestão","269"
"Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto","725"
"Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto","541"
"Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão de Felgueiras","142"
"Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém","38"
"Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém","62"
"Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém","71"
"Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior","162"
"Instituto Politécnico de Setúbal - Escola Superior de Educação","125"
"Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal","32"
"Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais","198"
